0,6928,7,09/06/2022,16:08:14,10
0,8869,2,09/06/2022,17:10:43,4
0,7207,4,09/06/2022,17:10:50,8
0,7280,3,09/06/2022,17:11:05,1
0,9981,3,09/06/2022,17:11:18,1
0,6108,3,09/07/2022,01:15:27,1
0,6386,8,09/07/2022,01:15:36,8
0,5294,5,09/07/2022,03:02:38,11
0,7196,2,09/07/2022,13:24:01,4
0,8869,6,09/07/2022,17:05:12,10
0,7207,1,09/07/2022,17:05:19,9
0,7280,6,09/07/2022,17:05:25,13
0,9981,5,09/07/2022,17:05:32,8
0,4788,3,09/07/2022,18:37:00,1
0,5281,2,09/07/2022,18:37:04,4
0,9812,3,09/07/2022,18:37:11,1
0,9955,7,09/07/2022,18:37:18,14
0,9964,3,09/07/2022,18:37:25,1
0,9975,1,09/07/2022,18:37:32,2
0,8747,3,09/07/2022,18:43:39,1
0,9973,6,09/07/2022,18:45:51,13
0,1887,4,09/07/2022,18:46:03,8
0,1886,5,09/07/2022,18:46:22,11
0,2279,1,09/07/2022,20:51:39,2
0,9969,1,09/07/2022,20:51:47,2
0,9979,7,09/07/2022,20:51:53,14
0,6108,4,09/07/2022,23:12:53,11
0,6386,5,09/07/2022,23:13:00,23
0,8869,1,09/08/2022,13:21:03,11
0,7207,8,09/08/2022,13:21:10,17
0,7280,2,09/08/2022,13:21:18,15
0,9981,1,09/08/2022,13:21:24,9
0,5294,6,09/08/2022,15:05:27,17
0,2279,8,09/08/2022,15:31:54,10
0,9969,3,09/08/2022,15:32:00,11
0,9979,2,09/08/2022,15:32:10,16
0,7196,5,09/08/2022,16:14:52,9
0,9973,6,09/08/2022,18:09:11,19
0,1886,6,09/08/2022,18:09:26,17
0,2513,2,09/08/2022,18:21:33,4
0,4788,5,09/08/2022,20:39:48,13
0,5281,4,09/08/2022,20:39:54,8
0,9812,4,09/08/2022,20:40:01,11
0,9955,3,09/08/2022,20:40:10,17
0,9964,5,09/08/2022,20:40:20,11
0,9975,3,09/08/2022,20:40:38,11
0,9842,6,09/09/2022,04:16:51,13
0,5448,5,09/09/2022,04:17:00,11
0,2292,5,09/09/2022,04:17:07,11
0,8616,3,09/09/2022,04:17:13,1
0,2236,3,09/09/2022,04:17:19,1
0,6233,2,09/09/2022,04:17:26,4
0,6069,1,09/09/2022,04:17:32,2
0,9874,2,09/09/2022,04:19:28,4
0,591,7,09/09/2022,04:20:54,13
0,8819,4,09/09/2022,04:21:04,8
0,9976,4,09/09/2022,04:21:46,8
0,5294,1,09/09/2022,07:05:44,18
0,6386,6,09/09/2022,07:25:54,29
0,6108,2,09/09/2022,07:26:05,25
0,7196,1,09/09/2022,12:25:04,10
0,8869,2,09/09/2022,13:53:08,16
0,7207,4,09/09/2022,13:53:42,21
0,7280,4,09/09/2022,13:53:50,19
0,9981,4,09/09/2022,13:54:04,18
0,2279,7,09/09/2022,14:22:38,17
0,9969,1,09/09/2022,14:22:44,44
0,9979,6,09/09/2022,14:22:53,24
0,9973,5,09/09/2022,23:14:47,24
0,1886,7,09/09/2022,23:14:58,24
0,5294,5,09/10/2022,01:01:36,23
0,9842,6,09/10/2022,01:50:24,19
0,5448,9,09/10/2022,01:50:30,20
0,2292,3,09/10/2022,01:50:36,14
0,8616,4,09/10/2022,01:50:42,11
0,2236,9,09/10/2022,01:50:49,10
0,8819,2,09/10/2022,01:51:13,10
