0,91,7,05/21/2022,05:18:20,9
0,6928,4,05/21/2022,05:18:42,8
0,4788,1,05/21/2022,05:48:51,2
0,5281,6,05/21/2022,05:48:55,23
0,9812,5,05/21/2022,05:49:05,11
0,9955,4,05/21/2022,05:49:12,8
0,9964,1,05/21/2022,05:49:18,2
0,7388,1,05/21/2022,06:16:11,2
0,2375,4,05/21/2022,06:16:20,8
0,6108,6,05/21/2022,07:27:40,8
0,6386,8,05/21/2022,07:27:54,8
0,2391,3,05/21/2022,07:46:40,1
0,9956,7,05/21/2022,07:46:45,15
0,9523,7,05/21/2022,07:46:54,17
0,9148,4,05/21/2022,07:47:01,8
0,3657,1,05/21/2022,07:47:10,2
0,2860,6,05/21/2022,07:47:17,18
0,9960,4,05/21/2022,07:47:24,8
0,5918,1,05/21/2022,08:04:32,2
0,7225,5,05/21/2022,09:12:00,11
0,7226,6,05/21/2022,09:12:06,13
0,7227,4,05/21/2022,09:12:21,8
0,2226,1,05/21/2022,09:29:39,2
0,6189,1,05/21/2022,09:29:48,2
0,1886,4,05/21/2022,10:52:38,8
0,9973,1,05/21/2022,10:52:55,2
0,2120,3,05/21/2022,11:00:10,1
0,2121,2,05/21/2022,11:00:18,4
0,2122,3,05/21/2022,11:00:43,1
0,2123,5,05/21/2022,11:00:50,11
0,6416,3,05/21/2022,12:44:35,1
0,3495,7,05/21/2022,12:45:07,14
0,2387,4,05/21/2022,12:55:13,8
0,9972,2,05/21/2022,13:17:13,4
0,2292,5,05/21/2022,13:17:24,11
0,2236,9,05/21/2022,13:17:43,9
0,8616,2,05/21/2022,13:17:50,4
0,9842,2,05/21/2022,13:17:56,4
0,5448,9,05/21/2022,13:18:37,9
0,8819,1,05/21/2022,13:18:44,2
0,9674,5,05/21/2022,13:18:50,11
0,591,7,05/21/2022,13:18:56,19
0,6233,5,05/21/2022,13:19:02,11
0,6069,5,05/21/2022,13:19:08,11
0,2279,3,05/21/2022,14:21:21,1
0,9969,2,05/21/2022,14:21:26,4
0,2513,3,05/21/2022,16:07:41,1
0,5294,3,05/21/2022,16:11:52,1
0,8869,5,05/21/2022,19:22:31,11
0,72,4,05/21/2022,21:52:52,8
0,73,2,05/21/2022,21:52:57,4
0,8795,8,05/21/2022,22:59:48,8
0,5565,6,05/21/2022,22:59:52,12
0,7571,1,05/21/2022,23:00:30,2
0,802,7,05/21/2022,23:52:21,14
0,1308,7,05/21/2022,23:52:49,23
0,9968,5,05/21/2022,23:53:02,11
0,91,7,05/22/2022,00:00:02,16
0,2391,1,05/22/2022,01:17:17,4
0,9956,8,05/22/2022,01:17:24,23
0,9523,1,05/22/2022,01:17:33,18
0,9148,2,05/22/2022,01:17:42,10
0,3657,4,05/22/2022,01:17:49,8
0,6108,4,05/22/2022,01:47:28,44
0,6386,3,05/22/2022,02:00:21,11
0,4788,5,05/22/2022,02:56:50,8
0,5281,7,05/22/2022,02:56:55,30
0,9812,3,05/22/2022,02:57:03,14
0,9955,1,05/22/2022,02:57:10,9
0,9964,3,05/22/2022,02:57:17,11
0,1886,5,05/22/2022,03:17:40,15
0,2860,5,05/22/2022,03:19:43,23
0,9960,1,05/22/2022,03:55:01,9
0,7388,4,05/22/2022,05:35:01,15
0,2375,5,05/22/2022,05:35:08,19
0,7225,3,05/22/2022,10:10:53,14
0,7226,2,05/22/2022,10:11:00,15
0,7227,6,05/22/2022,10:11:07,14
0,9973,3,05/22/2022,11:16:00,11
0,5294,3,05/22/2022,12:47:13,8
0,2120,4,05/22/2022,13:27:11,11
0,2121,7,05/22/2022,13:27:16,11
0,2122,2,05/22/2022,13:27:23,1
0,2123,4,05/22/2022,13:27:29,15
0,4846,2,05/22/2022,13:55:02,4
0,2279,7,05/22/2022,15:30:51,8
0,9969,7,05/22/2022,15:31:00,11
0,8868,1,05/22/2022,17:08:11,2
0,8869,5,05/22/2022,17:08:13,16
0,5565,7,05/22/2022,19:13:22,19
0,8795,1,05/22/2022,19:14:07,9
0,7571,7,05/22/2022,19:14:16,9
0,2391,6,05/22/2022,19:21:28,10
0,9956,5,05/22/2022,19:21:37,35
0,9148,5,05/22/2022,19:21:51,15
0,3657,5,05/22/2022,19:22:02,23
0,2513,2,05/22/2022,20:09:52,1
0,91,7,05/22/2022,20:26:10,23
0,9972,3,05/22/2022,20:26:20,13
0,9874,3,05/22/2022,20:26:35,1
0,6233,5,05/22/2022,20:27:16,16
0,9842,6,05/22/2022,20:27:23,10
0,8819,4,05/22/2022,20:27:30,7
0,591,7,05/22/2022,20:27:42,26
0,2292,4,05/22/2022,20:27:50,15
0,2236,6,05/22/2022,20:27:58,15
0,8616,2,05/22/2022,20:28:04,22
0,6069,3,05/22/2022,20:28:11,14
0,9674,6,05/22/2022,20:28:18,17
0,5448,1,05/22/2022,20:28:24,10
0,72,4,05/22/2022,21:52:21,44
0,73,7,05/22/2022,21:52:26,11
0,6108,3,05/23/2022,02:11:01,47
0,6386,7,05/23/2022,02:11:09,18
0,2387,3,05/23/2022,02:59:42,11
0,2375,1,05/23/2022,03:33:23,20
0,7388,5,05/23/2022,03:33:29,20
0,9962,6,05/23/2022,04:19:53,11
0,4788,4,05/23/2022,04:33:08,44
0,5281,2,05/23/2022,04:33:18,24
0,9712,6,05/23/2022,04:33:25,9
0,9812,5,05/23/2022,04:33:37,19
0,9955,7,05/23/2022,04:33:47,16
0,9964,6,05/23/2022,04:33:57,17
0,5918,1,05/23/2022,05:52:00,1
0,2860,3,05/23/2022,06:23:51,26
0,9960,1,05/23/2022,06:23:55,10
0,1886,7,05/23/2022,11:26:30,26
0,9973,2,05/23/2022,11:26:46,16
0,8869,5,05/23/2022,12:10:30,21
0,5294,5,05/23/2022,13:13:12,18
0,2120,7,05/23/2022,15:13:41,18
0,2121,7,05/23/2022,15:13:47,18
0,2122,3,05/23/2022,15:13:58,8
0,2123,2,05/23/2022,15:14:05,17
0,91,4,05/23/2022,15:30:00,27
0,9817,2,05/23/2022,15:56:53,4
0,2391,1,05/23/2022,17:13:11,11
0,9956,9,05/23/2022,17:13:18,34
0,3657,4,05/23/2022,17:13:28,27
0,9148,1,05/23/2022,17:13:34,16
0,2513,2,05/23/2022,17:22:00,1
0,3495,7,05/23/2022,17:30:28,21
0,5859,2,05/23/2022,17:30:43,4
0,6416,3,05/23/2022,17:30:56,8
0,72,5,05/23/2022,19:44:31,26
0,6508,6,05/23/2022,20:28:12,13
0,2279,5,05/23/2022,20:58:31,18
0,9969,2,05/23/2022,20:58:40,20
0,7571,3,05/23/2022,23:05:14,44
0,5565,7,05/23/2022,23:05:27,26
0,8795,7,05/23/2022,23:05:55,16
0,6108,3,05/23/2022,23:44:32,50
0,6386,2,05/23/2022,23:44:47,20
0,8747,5,05/24/2022,01:10:10,11
0,2387,4,05/24/2022,01:23:53,15
0,9972,5,05/24/2022,01:25:26,18
0,5448,6,05/24/2022,01:25:37,16
0,9842,2,05/24/2022,01:25:43,44
